dt,AAPL,MSFT,TSLA,MCD,BK
2017-10-02 17:11:00+00:00,14078.0,10129.0,15634.0,1300.0,4835.0
2017-10-02 17:12:00+00:00,14590.0,6029.0,2138.0,6504.0,500.0
2017-10-02 17:13:00+00:00,16486.0,9165.0,1493.0,3122.0,1563.0
2017-10-02 17:14:00+00:00,10613.0,3450.0,600.0,2650.0,2005.0
2017-10-02 17:15:00+00:00,21197.0,13429.0,700.0,1281.0,200.0
2017-10-02 17:16:00+00:00,11000.0,7692.0,3211.0,700.0,8080.0
2017-10-02 17:17:00+00:00,11506.0,4363.0,814.0,1200.0,700.0
2017-10-02 17:18:00+00:00,13160.0,14796.0,645.0,1200.0,1600.0
2017-10-02 17:19:00+00:00,11972.0,23872.0,667.0,2000.0,6403.0
2017-10-02 17:20:00+00:00,32828.0,50355.0,18143.0,600.0,7236.0
2017-10-02 17:21:00+00:00,37677.0,9620.0,4697.0,953.0,6660.0
2017-10-02 17:22:00+00:00,23328.0,23033.0,7720.0,2523.0,3135.0
2017-10-02 17:23:00+00:00,30709.0,14760.0,915.0,2044.0,800.0
2017-10-02 17:24:00+00:00,9175.0,12326.0,1800.0,1600.0,7260.0
2017-10-02 17:25:00+00:00,23810.0,5359.0,652.0,1300.0,3670.0
2017-10-02 17:26:00+00:00,42387.0,29725.0,1988.0,2477.0,1140.0
2017-10-02 17:27:00+00:00,8372.0,12407.0,1191.0,1472.0,1500.0
2017-10-02 17:28:00+00:00,12275.0,20797.0,500.0,1131.0,2448.0
2017-10-02 17:29:00+00:00,9492.0,5495.0,700.0,500.0,2324.0
2017-10-02 17:30:00+00:00,34370.0,26643.0,3013.0,3600.0,1718.0
2017-10-02 17:31:00+00:00,16319.0,17104.0,1253.0,3516.0,1120.0
2017-10-02 17:32:00+00:00,13255.0,6100.0,1313.0,1500.0,1801.0
2017-10-02 17:33:00+00:00,11520.0,19417.0,1332.0,6164.0,7037.0
2017-10-02 17:34:00+00:00,15044.0,11692.0,5924.0,1300.0,1600.0
2017-10-02 17:35:00+00:00,11509.0,6390.0,1096.0,1000.0,4000.0
2017-10-02 17:36:00+00:00,15901.0,33710.0,1200.0,2626.0,700.0
2017-10-02 17:37:00+00:00,26022.0,28643.0,2389.0,1930.0,898.0
2017-10-02 17:38:00+00:00,133821.0,49246.0,300.0,2164.0,6085.0
2017-10-02 17:39:00+00:00,38059.0,6829.0,500.0,1450.0,1000.0
2017-10-02 17:40:00+00:00,8588.0,15815.0,1370.0,2367.0,1492.0
2017-10-02 17:41:00+00:00,13272.0,4891.0,7315.0,2000.0,932.0
2017-10-02 17:42:00+00:00,32059.0,57124.0,6326.0,2300.0,16156.0
2017-10-02 17:43:00+00:00,30939.0,21660.0,3733.0,2300.0,493.0
2017-10-02 17:44:00+00:00,50739.0,34248.0,4543.0,2408.0,900.0
2017-10-02 17:45:00+00:00,20412.0,38425.0,5981.0,2528.0,8803.0
2017-10-02 17:46:00+00:00,59490.0,5640.0,1151.0,1464.0,5303.0
2017-10-02 17:47:00+00:00,51585.0,26721.0,2910.0,2598.0,4977.0
